incident_id,offense,year,date,geo_lon,geo_lat,district_id,precinct_id
201010809,Property,2010,07jan2010,-105.02566,39.776768,1,111
20105000240,Property,2010,07jan2010,-104.9872,39.718658,3,311
20105000226,Property,2010,07jan2010,-104.90974,39.627956,3,324
20105000244,Property,2010,07jan2010,-105.00393,39.773643,1,112
20109909,Property,2010,07jan2010,-104.97796,39.728874,6,623
20107325,Violence,2010,07jan2010,-104.82793,39.779869,5,521
201010002,Property,2010,07jan2010,-105.04597,39.769966,1,111
20105000284,Property,2010,08jan2010,-104.9745,39.766953,2,211
201011441,Property,2010,08jan2010,-105.00945,39.693462,4,422
201011562,Property,2010,08jan2010,-104.95724,39.765835,2,212
201011386,Violence,2010,08jan2010,-104.99199,39.726986,1,123
20105000263,Violence,2010,08jan2010,-105.02571,39.755474,1,121
201011729,Drug,2010,08jan2010,-104.98733,39.738594,6,623
20105000296,Property,2010,08jan2010,-104.96754,39.782032,2,212
201011405,Property,2010,08jan2010,-104.97073,39.708817,3,312
201011675,Property,2010,08jan2010,-104.89747,39.690453,3,322
201011414,Property,2010,08jan2010,-104.9281,39.661518,3,314
201011572,Violence,2010,08jan2010,-104.99886,39.730156,1,123
201012067,Violence,2010,08jan2010,-104.80429,39.777985,5,522
20105000295,Property,2010,08jan2010,-104.96741,39.665085,3,313
201011266,Property,2010,08jan2010,-104.9638,39.764679,2,211
201011925,Property,2010,08jan2010,-104.9347,39.727688,2,222
201011142,Violence,2010,08jan2010,-104.99243,39.737656,6,611
201011392,Property,2010,08jan2010,-105.01003,39.694782,4,422
201011137,Property,2010,08jan2010,-104.94837,39.740322,2,213
20105000276,Property,2010,08jan2010,-104.90179,39.65226,3,324
201012146,Property,2010,08jan2010,-105.03786,39.760788,1,113
201011366,Property,2010,08jan2010,-104.9063,39.701077,3,322
20105000280,Property,2010,08jan2010,-104.93584,39.734104,2,222
201012249,Property,2010,08jan2010,-104.9665,39.692139,3,312
20105000271,Property,2010,08jan2010,-105.01469,39.712852,4,411
201011280,Drug,2010,08jan2010,-104.98045,39.734764,6,623
201011280,Drug,2010,08jan2010,-104.98045,39.734764,6,623
201011291,Property,2010,08jan2010,-104.98912,39.754189,6,611
201011525,Violence,2010,08jan2010,-105.05757,39.679806,4,421
201012359,Violence,2010,08jan2010,-105.01825,39.676323,4,422
201012348,Property,2010,08jan2010,-104.91543,39.766174,2,221
201012626,Property,2010,08jan2010,-104.99261,39.723099,3,311
20105000275,Property,2010,08jan2010,-104.95335,39.733749,2,213
201012383,Property,2010,08jan2010,-105.04637,39.703751,4,412
201011747,Property,2010,08jan2010,-115.46406,34.638241,4,421
201011038,Drug,2010,08jan2010,-104.98212,39.739838,6,623
201012103,Property,2010,08jan2010,-115.46406,34.638241,4,421
201011909,Violence,2010,08jan2010,-104.89621,39.734482,2,223
201011772,Property,2010,08jan2010,-105.00929,39.772175,1,111
201011254,Property,2010,08jan2010,-105.022,39.779587,1,111
20105000292,Property,2010,08jan2010,-104.67405,39.851925,7,759
201012542,Violence,2010,08jan2010,-115.46406,34.638241,4,412
201011858,Property,2010,08jan2010,-104.90012,39.766029,5,512
201011388,Property,2010,08jan2010,-104.95708,39.701614,3,312
201012475,Property,2010,08jan2010,-115.46406,34.638241,1,123
201012553,Property,2010,08jan2010,-105.049,39.727036,1,122
201012542,Drug,2010,08jan2010,-115.46406,34.638241,4,412
201012148,Property,2010,08jan2010,-104.96137,39.688896,3,312
201011869,Property,2010,08jan2010,-105.05276,39.654617,4,423
201012328,Property,2010,08jan2010,-104.94096,39.75687,2,213
201011302,Violence,2010,08jan2010,,,6,611
20105000302,Property,2010,08jan2010,-104.99139,39.753887,6,612
201012117,Violence,2010,08jan2010,,,2,213
20108895,Drug,2010,08jan2010,-105.03509,39.683746,4,421
201012763,Drug,2010,08jan2010,-104.92836,39.667477,3,314
20105000298,Property,2010,08jan2010,-104.99075,39.724243,3,311
201012793,Violence,2010,08jan2010,-104.89242,39.653732,3,323
201011896,Property,2010,08jan2010,-104.92224,39.660061,3,314
20105000268,Property,2010,08jan2010,-104.92838,39.676178,3,323
201011805,Property,2010,08jan2010,-105.04031,39.682926,4,421
20105000259,Property,2010,08jan2010,-104.96207,39.689861,3,312
